customer_id,recipe_name,recipe_url,interaction_type,rating,interaction_date,comment,user_index,item_index,content_score,cf_score,interaction_type_code,difficulty,difficulty_code,meal_time,meal_time_code,nutrition_category,estimated_calories,preparation_time_minutes,ingredient_count,estimated_price_vnd
CUS00001,Danh mục thực đơn,https://monngonmoingay.com/tim-kiem-mon-ngon/,view,2.0,2024-05-18,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.",0,33,0.3106812140560145,3.2673837040586333,4,Dễ,0,lunch,2,balanced,526,16,5,50000
CUS00001,Tôm kho tàu,https://monngonmoingay.com/tom-kho/,like,3.0,2024-06-26,"Món ăn ổn, có thể cải thiện thêm một chút.",0,67,0.2057685950630133,2.86620190954868,1,Dễ,0,dinner,1,balanced,390,21,4,49084
CUS00001,Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản,https://monngonmoingay.com/mayonnaise-aji-mayo/,save,4.0,2024-06-28,"Hương vị hài hòa, rất đáng thử.",0,73,0.2763925745554018,2.9817674611783533,3,Khó,1,dinner,1,balanced,592,85,11,120000
CUS00001,Heo nướng bắp cải chua,https://monngonmoingay.com/heo-nuong/,view,3.0,2024-07-18,"Món ăn ổn, có thể cải thiện thêm một chút.",0,45,0.2538182837472454,3.005872334740475,4,Dễ,0,dinner,1,weight-loss,618,25,3,29657
CUS00001,"Món kho ngon lan tỏa yêu thương, giữ lửa hạnh phúc",https://monngonmoingay.com/mon-kho/,like,3.5,2024-07-20,"Món ăn ổn, có thể cải thiện thêm một chút.",0,54,0.1013399388844841,3.0468699911215835,1,Dễ,0,lunch,2,balanced,486,38,7,60000
CUS00001,Điều khoảnsử dụng,https://monngonmoingay.com/dieu-khoan-su-dung,view,2.5,2024-09-01,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.",0,74,0.278718927852143,3.1661341424188354,4,Khó,1,dinner,1,balanced,600,76,15,120000
CUS00001,Gỏi cuốn tôm thịt (L1),https://monngonmoingay.com/goi-cuon-tom-thit/,view,1.5,2024-09-14,"Khó thưởng thức, món chưa đạt yêu cầu.",0,43,0.2934321027058266,2.7392787654517656,4,Trung bình,3,dinner,1,weight-loss,372,56,9,80000
CUS00001,Thịt chiên xốt nước tương,https://monngonmoingay.com/thit-chien/,view,2.0,2024-09-15,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.",0,62,0.2040455221649219,3.0386437956001964,4,Dễ,0,lunch,2,blood-boost,615,16,3,41069
CUS00001,Chả giò bắc thảo (L1),https://monngonmoingay.com/cha-gio/,view,1.5,2024-10-21,"Khó thưởng thức, món chưa đạt yêu cầu.",0,21,0.299230816658065,3.133130772515381,4,Trung bình,3,lunch,2,balanced,544,41,9,80000
CUS00001,Mì vịt tiềm chay,https://monngonmoingay.com/mi-vit-tiem-chay-2/,view,2.0,2024-10-28,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.",0,51,0.2106011666504159,2.991572520045381,4,Dễ,0,lunch,2,balanced,409,30,3,36518
CUS00001,Chính sách bảo vệdữ liệu cá nhân,https://monngonmoingay.com/chinh-sach-bao-ve-du-lieu-ca-nhan,save,3.5,2024-11-15,"Món ăn ổn, có thể cải thiện thêm một chút.",0,19,0.2404225742486663,3.271570484880067,3,Trung bình,3,lunch,2,weight-loss,544,45,8,80000
CUS00001,Cá cuộn Bacon hương thảo,https://monngonmoingay.com/ca-cuon/,like,3.0,2024-11-26,"Món ăn ổn, có thể cải thiện thêm một chút.",0,24,0.1905172163817307,3.0232925713018544,1,Dễ,0,lunch,2,weight-loss,513,24,5,36370
CUS00001,Lẩu nấm,https://monngonmoingay.com/lau-nam/,cook,4.0,2024-12-13,"Hương vị hài hòa, rất đáng thử.",0,47,0.1604088775063865,3.275427756169256,0,Dễ,0,breakfast,0,balanced,399,16,4,44252
CUS00001,Mực nướng sa tế,https://monngonmoingay.com/muc-nuong/,rate,3.0,2024-12-27,"Món ăn ổn, có thể cải thiện thêm một chút.",0,58,0.1784203328250846,3.113310894821216,2,Dễ,0,dinner,1,weight-loss,417,27,3,43217
CUS00001,Món Chiên,https://monngonmoingay.com/cac-mon-chien-ngon/,save,3.0,2024-12-31,"Món ăn ổn, có thể cải thiện thêm một chút.",0,52,0.2976704982039302,3.081964699593569,3,Dễ,0,lunch,2,balanced,508,19,5,48155
