customer_id,recipe_name,recipe_url,interaction_type,rating,interaction_date,comment,user_index,item_index,content_score,cf_score,interaction_type_code,difficulty,difficulty_code,meal_time,meal_time_code
CUS00001,"Món kho ngon lan tỏa yêu thương, giữ lửa hạnh phúc",https://monngonmoingay.com/mon-kho/,like,3.5,2024-07-20,"Món ăn ổn, có thể cải thiện thêm một chút.",0,54,0.10133993888448416,3.0468699911215835,1,Không rõ,2,unknown,3
CUS00001,Bắp hạt chiên giòn,https://monngonmoingay.com/bap-hat-chien-gion/,view,1.5,2025-04-01,"Khó thưởng thức, món chưa đạt yêu cầu.",0,15,0.1638217401953125,3.1234549980810797,4,Dễ,0,unknown,3
CUS00001,Bánh canh cua,https://monngonmoingay.com/banh-canh-cua/,save,4.0,2025-02-02,"Hương vị hài hòa, rất đáng thử.",0,0,0.21322161846257895,3.046940170381243,3,Dễ,0,breakfast,0
CUS00001,Há cảo tam sắc,https://monngonmoingay.com/ha-cao-tam-sac/,save,3.5,2025-02-12,"Món ăn ổn, có thể cải thiện thêm một chút.",0,46,0.25341362076158197,3.2644828036624403,3,Dễ,0,breakfast,0
CUS00001,Chính sách bảo vệdữ liệu cá nhân,https://monngonmoingay.com/chinh-sach-bao-ve-du-lieu-ca-nhan,save,3.5,2024-11-15,"Món ăn ổn, có thể cải thiện thêm một chút.",0,19,0.24042257424866634,3.271570484880067,3,Trung bình,3,lunch,2
CUS00001,Mì vịt tiềm chay,https://monngonmoingay.com/mi-vit-tiem-chay-2/,view,2.0,2024-10-28,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.",0,51,0.21060116665041598,2.9915725200453815,4,Dễ,0,unknown,3
CUS00001,Gà om bia,https://monngonmoingay.com/ga-om/,cook,3.0,2025-01-16,"Món ăn ổn, có thể cải thiện thêm một chút.",0,39,0.18869099830820366,3.0756866381212444,0,Dễ,0,dinner,1
CUS00001,Gà nướng bưởi xốt giấm,https://monngonmoingay.com/ga-nuong/,save,3.5,2025-01-04,"Món ăn ổn, có thể cải thiện thêm một chút.",0,37,0.2138059115983976,3.1965893763401234,3,Dễ,0,dinner,1
CUS00002,Món ngon từ cá,https://monngonmoingay.com/mon-ngon-tu-ca/,view,2.5,2024-12-10,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.",1,55,0.33162411809599135,3.0208085281481125,4,Dễ,0,lunch,2
CUS00002,Chính sách bảo vệdữ liệu cá nhân,https://monngonmoingay.com/chinh-sach-bao-ve-du-lieu-ca-nhan,rate,4.0,2024-12-16,"Hương vị hài hòa, rất đáng thử.",1,19,0.2901547617810762,3.290713931275318,2,Trung bình,3,lunch,2
