customer_id,recipe_name,content_score,cf_score,enhanced_recommendation_score,rating,recommendation_text
CUS00001,Tôm kho tàu,0.2057685950630133,2.86620190954868,0.859860572864604,3.0,"Gợi ý cho khách hàng CUS00001: món Tôm kho tàu với điểm content 0.21, điểm collaborative 2.87, điểm tổng hợp 0.86, rating thực tế 3.0/5"
CUS00001,Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản,0.2763925745554018,2.9817674611783533,60.85819363835351,4.0,"Gợi ý cho khách hàng CUS00001: món Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản với điểm content 0.28, điểm collaborative 2.98, điểm tổng hợp 60.86, rating thực tế 4.0/5"
CUS00001,Heo nướng bắp cải chua,0.2538182837472454,3.005872334740475,0.9017617004221424,3.0,"Gợi ý cho khách hàng CUS00001: món Heo nướng bắp cải chua với điểm content 0.25, điểm collaborative 3.01, điểm tổng hợp 0.90, rating thực tế 3.0/5"
CUS00001,"Món kho ngon lan tỏa yêu thương, giữ lửa hạnh phúc",0.1013399388844841,3.0468699911215835,0.9140609973364752,3.5,"Gợi ý cho khách hàng CUS00001: món Món kho ngon lan tỏa yêu thương, giữ lửa hạnh phúc với điểm content 0.10, điểm collaborative 3.05, điểm tổng hợp 0.91, rating thực tế 3.5/5"
CUS00001,Điều khoảnsử dụng,0.278718927852143,3.1661341424188354,98.610106976059,2.5,"Gợi ý cho khách hàng CUS00001: món Điều khoảnsử dụng với điểm content 0.28, điểm collaborative 3.17, điểm tổng hợp 98.61, rating thực tế 2.5/5"
CUS00001,Gỏi cuốn tôm thịt (L1),0.2934321027058266,2.7392787654517656,0.8217836296355296,1.5,"Gợi ý cho khách hàng CUS00001: món Gỏi cuốn tôm thịt (L1) với điểm content 0.29, điểm collaborative 2.74, điểm tổng hợp 0.82, rating thực tế 1.5/5"
CUS00001,Thịt chiên xốt nước tương,0.2040455221649219,3.0386437956001964,0.9115931386800588,2.0,"Gợi ý cho khách hàng CUS00001: món Thịt chiên xốt nước tương với điểm content 0.20, điểm collaborative 3.04, điểm tổng hợp 0.91, rating thực tế 2.0/5"
CUS00001,Chả giò bắc thảo (L1),0.299230816658065,3.133130772515381,0.9399392317546142,1.5,"Gợi ý cho khách hàng CUS00001: món Chả giò bắc thảo (L1) với điểm content 0.30, điểm collaborative 3.13, điểm tổng hợp 0.94, rating thực tế 1.5/5"
CUS00001,Mì vịt tiềm chay,0.2106011666504159,2.991572520045381,0.8974717560136143,2.0,"Gợi ý cho khách hàng CUS00001: món Mì vịt tiềm chay với điểm content 0.21, điểm collaborative 2.99, điểm tổng hợp 0.90, rating thực tế 2.0/5"
CUS00001,Cá cuộn Bacon hương thảo,0.1905172163817307,3.0232925713018544,0.9069877713905564,3.0,"Gợi ý cho khách hàng CUS00001: món Cá cuộn Bacon hương thảo với điểm content 0.19, điểm collaborative 3.02, điểm tổng hợp 0.91, rating thực tế 3.0/5"
CUS00001,Lẩu nấm,0.1604088775063865,3.275427756169256,0.9826283268507768,4.0,"Gợi ý cho khách hàng CUS00001: món Lẩu nấm với điểm content 0.16, điểm collaborative 3.28, điểm tổng hợp 0.98, rating thực tế 4.0/5"
CUS00001,Mực nướng sa tế,0.1784203328250846,3.113310894821216,0.9339932684463648,3.0,"Gợi ý cho khách hàng CUS00001: món Mực nướng sa tế với điểm content 0.18, điểm collaborative 3.11, điểm tổng hợp 0.93, rating thực tế 3.0/5"
CUS00001,Món Chiên,0.2976704982039302,3.081964699593569,59.18558940987807,3.0,"Gợi ý cho khách hàng CUS00001: món Món Chiên với điểm content 0.30, điểm collaborative 3.08, điểm tổng hợp 59.19, rating thực tế 3.0/5"
CUS00001,Mì Quảng,0.2399631018949396,3.28068666067937,0.9842059982038108,5.0,"Gợi ý cho khách hàng CUS00001: món Mì Quảng với điểm content 0.24, điểm collaborative 3.28, điểm tổng hợp 0.98, rating thực tế 5.0/5"
CUS00001,Gà nướng bưởi xốt giấm,0.2138059115983976,3.1965893763401234,2.709921612902037,3.5,"Gợi ý cho khách hàng CUS00001: món Gà nướng bưởi xốt giấm với điểm content 0.21, điểm collaborative 3.20, điểm tổng hợp 2.71, rating thực tế 3.5/5"
CUS00001,Tôm hấp rau củ,0.2202915192321302,3.034858804789458,0.9104576414368374,3.5,"Gợi ý cho khách hàng CUS00001: món Tôm hấp rau củ với điểm content 0.22, điểm collaborative 3.03, điểm tổng hợp 0.91, rating thực tế 3.5/5"
CUS00001,Gà om bia,0.1886909983082036,3.0756866381212444,0.9227059914363732,3.0,"Gợi ý cho khách hàng CUS00001: món Gà om bia với điểm content 0.19, điểm collaborative 3.08, điểm tổng hợp 0.92, rating thực tế 3.0/5"
CUS00001,Cá diêu hồng xiên que chiên lá chanh,0.2207525911423056,3.19573392033692,0.958720176101076,3.5,"Gợi ý cho khách hàng CUS00001: món Cá diêu hồng xiên que chiên lá chanh với điểm content 0.22, điểm collaborative 3.20, điểm tổng hợp 0.96, rating thực tế 3.5/5"
CUS00001,Bánh canh cua,0.2132216184625789,3.046940170381243,2.409130184447706,4.0,"Gợi ý cho khách hàng CUS00001: món Bánh canh cua với điểm content 0.21, điểm collaborative 3.05, điểm tổng hợp 2.41, rating thực tế 4.0/5"
CUS00001,Thịt kho,0.2173565861229095,3.0946955023441025,0.9284086507032308,5.0,"Gợi ý cho khách hàng CUS00001: món Thịt kho với điểm content 0.22, điểm collaborative 3.09, điểm tổng hợp 0.93, rating thực tế 5.0/5"
CUS00001,Há cảo tam sắc,0.2534136207615819,3.2644828036624403,3.278358774432066,3.5,"Gợi ý cho khách hàng CUS00001: món Há cảo tam sắc với điểm content 0.25, điểm collaborative 3.26, điểm tổng hợp 3.28, rating thực tế 3.5/5"
CUS00001,Cơm tấm sườn nướng,0.3318448219008,2.8537507879575,136.09187523638724,4.1,"Gợi ý cho khách hàng CUS00001: món Cơm tấm sườn nướng với điểm content 0.33, điểm collaborative 2.85, điểm tổng hợp 136.09, rating thực tế 4.1/5"
CUS00001,Bò cuộn ba rọi xông khói,0.2480791511494948,3.00007414654968,0.9000222439649039,4.0,"Gợi ý cho khách hàng CUS00001: món Bò cuộn ba rọi xông khói với điểm content 0.25, điểm collaborative 3.00, điểm tổng hợp 0.90, rating thực tế 4.0/5"
CUS00001,Chả cá Lã Vọng,0.1703378179297,3.3171639158169,144.6944825080784,1.9,"Gợi ý cho khách hàng CUS00001: món Chả cá Lã Vọng với điểm content 0.17, điểm collaborative 3.32, điểm tổng hợp 144.69, rating thực tế 1.9/5"
CUS00001,Mực xào chua cay,0.2866716286093326,3.128298804506906,0.9384896413520718,3.0,"Gợi ý cho khách hàng CUS00001: món Mực xào chua cay với điểm content 0.29, điểm collaborative 3.13, điểm tổng hợp 0.94, rating thực tế 3.0/5"
CUS00001,Chè đậu xanh,0.1277301659241,3.0976907788805,123.67680723366414,4.1,"Gợi ý cho khách hàng CUS00001: món Chè đậu xanh với điểm content 0.13, điểm collaborative 3.10, điểm tổng hợp 123.68, rating thực tế 4.1/5"
CUS00001,Cá kho chuối xanh,0.2109977324353804,3.054019875240862,0.9162059625722584,3.0,"Gợi ý cho khách hàng CUS00001: món Cá kho chuối xanh với điểm content 0.21, điểm collaborative 3.05, điểm tổng hợp 0.92, rating thực tế 3.0/5"
